============================================================
Currently Loaded Modulefiles:
 1) intel/oneapi/2023.2.0  
MKLROOT=/apps/support/intel_spr_rocky8.9/oneapi/2023.2.0/mkl/2023.2.0
============================================================
Job ID: namd-cy
Job name: namd-cy
Number of nodes: 1
Number of processors: 8
Task is running on the following nodes:
qhcn003
OMP_NUM_THREADS = 1
============================================================

5 995 1 1
dkcx = 0.000000, dkcy = 0.000000, dkcz = 0.000000
dkdx = 0.000000, dkdy = 0.000000, dkdz = 0.000000
dkx = 0, dky = 0, dkz = 0
Read epc time: 0.006287s.
TimeProp in 670 fs: 0.00086s.
TimeProp in 671 fs: 0.00085s.
TimeProp in 672 fs: 0.00089s.
TimeProp in 673 fs: 0.00087s.
TimeProp in 674 fs: 0.00091s.
TimeProp in 675 fs: 0.00090s.
TimeProp in 676 fs: 0.00089s.
TimeProp in 677 fs: 0.00085s.
TimeProp in 678 fs: 0.00085s.
TimeProp in 679 fs: 0.00088s.
TimeProp in 680 fs: 0.00094s.
TimeProp in 681 fs: 0.00091s.
TimeProp in 682 fs: 0.00091s.
TimeProp in 683 fs: 0.00088s.
TimeProp in 684 fs: 0.00085s.
TimeProp in 685 fs: 0.00091s.
TimeProp in 686 fs: 0.00094s.
TimeProp in 687 fs: 0.00092s.
TimeProp in 688 fs: 0.00086s.
TimeProp in 689 fs: 0.00091s.
TimeProp in 690 fs: 0.00085s.
TimeProp in 691 fs: 0.00087s.
TimeProp in 692 fs: 0.00089s.
TimeProp in 693 fs: 0.00093s.
TimeProp in 694 fs: 0.00089s.
TimeProp in 695 fs: 0.00086s.
TimeProp in 696 fs: 0.00087s.
TimeProp in 697 fs: 0.00086s.
TimeProp in 698 fs: 0.00090s.
TimeProp in 699 fs: 0.00090s.
TimeProp in 700 fs: 0.00086s.
TimeProp in 701 fs: 0.00087s.
TimeProp in 702 fs: 0.00089s.
TimeProp in 703 fs: 0.00085s.
TimeProp in 704 fs: 0.00093s.
TimeProp in 705 fs: 0.00091s.
TimeProp in 706 fs: 0.00086s.
TimeProp in 707 fs: 0.00085s.
TimeProp in 708 fs: 0.00095s.
TimeProp in 709 fs: 0.00091s.
TimeProp in 710 fs: 0.00087s.
TimeProp in 711 fs: 0.00088s.
TimeProp in 712 fs: 0.00088s.
TimeProp in 713 fs: 0.00085s.
TimeProp in 714 fs: 0.00088s.
TimeProp in 715 fs: 0.00092s.
TimeProp in 716 fs: 0.00087s.
TimeProp in 717 fs: 0.00086s.
TimeProp in 718 fs: 0.00085s.
TimeProp in 719 fs: 0.00086s.
TimeProp in 720 fs: 0.00085s.
TimeProp in 721 fs: 0.00094s.
TimeProp in 722 fs: 0.00091s.
TimeProp in 723 fs: 0.00088s.
TimeProp in 724 fs: 0.00085s.
TimeProp in 725 fs: 0.00085s.
TimeProp in 726 fs: 0.00091s.
TimeProp in 727 fs: 0.00094s.
TimeProp in 728 fs: 0.00091s.
TimeProp in 729 fs: 0.00086s.
TimeProp in 730 fs: 0.00085s.
TimeProp in 731 fs: 0.00085s.
TimeProp in 732 fs: 0.00085s.
TimeProp in 733 fs: 0.00089s.
TimeProp in 734 fs: 0.00094s.
TimeProp in 735 fs: 0.00090s.
TimeProp in 736 fs: 0.00085s.
TimeProp in 737 fs: 0.00089s.
TimeProp in 738 fs: 0.00088s.
TimeProp in 739 fs: 0.00085s.
TimeProp in 740 fs: 0.00094s.
TimeProp in 741 fs: 0.00093s.
TimeProp in 742 fs: 0.00085s.
TimeProp in 743 fs: 0.00091s.
TimeProp in 744 fs: 0.00090s.
TimeProp in 745 fs: 0.00088s.
TimeProp in 746 fs: 0.00087s.
TimeProp in 747 fs: 0.00091s.
TimeProp in 748 fs: 0.00089s.
TimeProp in 749 fs: 0.00092s.
TimeProp in 750 fs: 0.00088s.
TimeProp in 751 fs: 0.00092s.
TimeProp in 752 fs: 0.00085s.
TimeProp in 753 fs: 0.00093s.
TimeProp in 754 fs: 0.00093s.
TimeProp in 755 fs: 0.00091s.
TimeProp in 756 fs: 0.00090s.
TimeProp in 757 fs: 0.00094s.
TimeProp in 758 fs: 0.00088s.
TimeProp in 759 fs: 0.00089s.
TimeProp in 760 fs: 0.00094s.
TimeProp in 761 fs: 0.00088s.
TimeProp in 762 fs: 0.00088s.
TimeProp in 763 fs: 0.00090s.
TimeProp in 764 fs: 0.00091s.
TimeProp in 765 fs: 0.00088s.
TimeProp in 766 fs: 0.00090s.
TimeProp in 767 fs: 0.00088s.
TimeProp in 768 fs: 0.00090s.
TimeProp in 769 fs: 0.00089s.
TimeProp in 770 fs: 0.00088s.
TimeProp in 771 fs: 0.00090s.
TimeProp in 772 fs: 0.00091s.
TimeProp in 773 fs: 0.00085s.
TimeProp in 774 fs: 0.00091s.
TimeProp in 775 fs: 0.00091s.
TimeProp in 776 fs: 0.00089s.
TimeProp in 777 fs: 0.00088s.
TimeProp in 778 fs: 0.00089s.
TimeProp in 779 fs: 0.00089s.
TimeProp in 780 fs: 0.00087s.
TimeProp in 781 fs: 0.00091s.
TimeProp in 782 fs: 0.00090s.
TimeProp in 783 fs: 0.00088s.
TimeProp in 784 fs: 0.00089s.
TimeProp in 785 fs: 0.00093s.
TimeProp in 786 fs: 0.00087s.
TimeProp in 787 fs: 0.00091s.
TimeProp in 788 fs: 0.00091s.
TimeProp in 789 fs: 0.00089s.
TimeProp in 790 fs: 0.00091s.
TimeProp in 791 fs: 0.00094s.
TimeProp in 792 fs: 0.00086s.
TimeProp in 793 fs: 0.00085s.
TimeProp in 794 fs: 0.00087s.
TimeProp in 795 fs: 0.00090s.
TimeProp in 796 fs: 0.00093s.
TimeProp in 797 fs: 0.00090s.
TimeProp in 798 fs: 0.00089s.
TimeProp in 799 fs: 0.00089s.
TimeProp in 800 fs: 0.00090s.
TimeProp in 801 fs: 0.00085s.
TimeProp in 802 fs: 0.00093s.
TimeProp in 803 fs: 0.00091s.
TimeProp in 804 fs: 0.00094s.
TimeProp in 805 fs: 0.00092s.
TimeProp in 806 fs: 0.00087s.
TimeProp in 807 fs: 0.00086s.
TimeProp in 808 fs: 0.00086s.
TimeProp in 809 fs: 0.00092s.
TimeProp in 810 fs: 0.00090s.
TimeProp in 811 fs: 0.00088s.
TimeProp in 812 fs: 0.00088s.
TimeProp in 813 fs: 0.00091s.
TimeProp in 814 fs: 0.00086s.
TimeProp in 815 fs: 0.00090s.
TimeProp in 816 fs: 0.00090s.
TimeProp in 817 fs: 0.00092s.
TimeProp in 818 fs: 0.00085s.
TimeProp in 819 fs: 0.00091s.
TimeProp in 820 fs: 0.00090s.
TimeProp in 821 fs: 0.00093s.
TimeProp in 822 fs: 0.00088s.
TimeProp in 823 fs: 0.00092s.
TimeProp in 824 fs: 0.00086s.
TimeProp in 825 fs: 0.00087s.
TimeProp in 826 fs: 0.00092s.
TimeProp in 827 fs: 0.00092s.
TimeProp in 828 fs: 0.00090s.
TimeProp in 829 fs: 0.00091s.
TimeProp in 830 fs: 0.00090s.
TimeProp in 831 fs: 0.00086s.
TimeProp in 832 fs: 0.00091s.
TimeProp in 833 fs: 0.00089s.
TimeProp in 834 fs: 0.00092s.
TimeProp in 835 fs: 0.00091s.
TimeProp in 836 fs: 0.00093s.
TimeProp in 837 fs: 0.00084s.
TimeProp in 838 fs: 0.00088s.
TimeProp in 839 fs: 0.00092s.
TimeProp in 840 fs: 0.00092s.
TimeProp in 841 fs: 0.00085s.
TimeProp in 842 fs: 0.00090s.
TimeProp in 843 fs: 0.00089s.
TimeProp in 844 fs: 0.00090s.
TimeProp in 845 fs: 0.00089s.
TimeProp in 846 fs: 0.00090s.
TimeProp in 847 fs: 0.00092s.
TimeProp in 848 fs: 0.00085s.
TimeProp in 849 fs: 0.00088s.
TimeProp in 850 fs: 0.00086s.
TimeProp in 851 fs: 0.00093s.
TimeProp in 852 fs: 0.00092s.
TimeProp in 853 fs: 0.00096s.
TimeProp in 854 fs: 0.00085s.
TimeProp in 855 fs: 0.00089s.
TimeProp in 856 fs: 0.00085s.
TimeProp in 857 fs: 0.00089s.
TimeProp in 858 fs: 0.00091s.
TimeProp in 859 fs: 0.00087s.
TimeProp in 860 fs: 0.00090s.
TimeProp in 861 fs: 0.00085s.
TimeProp in 862 fs: 0.00089s.
TimeProp in 863 fs: 0.00091s.
TimeProp in 864 fs: 0.00091s.
TimeProp in 865 fs: 0.00089s.
TimeProp in 866 fs: 0.00094s.
TimeProp in 867 fs: 0.00085s.
TimeProp in 868 fs: 0.00087s.
TimeProp in 869 fs: 0.00091s.
TimeProp in 870 fs: 0.00089s.
TimeProp in 871 fs: 0.00090s.
TimeProp in 872 fs: 0.00091s.
TimeProp in 873 fs: 0.00088s.
TimeProp in 874 fs: 0.00089s.
TimeProp in 875 fs: 0.00090s.
TimeProp in 876 fs: 0.00090s.
TimeProp in 877 fs: 0.00090s.
TimeProp in 878 fs: 0.00088s.
TimeProp in 879 fs: 0.00091s.
TimeProp in 880 fs: 0.00085s.
TimeProp in 881 fs: 0.00086s.
TimeProp in 882 fs: 0.00093s.
TimeProp in 883 fs: 0.00092s.
TimeProp in 884 fs: 0.00090s.
TimeProp in 885 fs: 0.00093s.
TimeProp in 886 fs: 0.00088s.
TimeProp in 887 fs: 0.00085s.
TimeProp in 888 fs: 0.00085s.
TimeProp in 889 fs: 0.00091s.
TimeProp in 890 fs: 0.00091s.
TimeProp in 891 fs: 0.00092s.
TimeProp in 892 fs: 0.00091s.
TimeProp in 893 fs: 0.00089s.
TimeProp in 894 fs: 0.00089s.
TimeProp in 895 fs: 0.00087s.
TimeProp in 896 fs: 0.00092s.
TimeProp in 897 fs: 0.00091s.
TimeProp in 898 fs: 0.00091s.
TimeProp in 899 fs: 0.00087s.
TimeProp in 900 fs: 0.00086s.
TimeProp in 901 fs: 0.00087s.
TimeProp in 902 fs: 0.00090s.
TimeProp in 903 fs: 0.00086s.
TimeProp in 904 fs: 0.00087s.
TimeProp in 905 fs: 0.00090s.
TimeProp in 906 fs: 0.00085s.
TimeProp in 907 fs: 0.00091s.
TimeProp in 908 fs: 0.00092s.
TimeProp in 909 fs: 0.00089s.
TimeProp in 910 fs: 0.00085s.
TimeProp in 911 fs: 0.00085s.
TimeProp in 912 fs: 0.00091s.
TimeProp in 913 fs: 0.00095s.
TimeProp in 914 fs: 0.00089s.
TimeProp in 915 fs: 0.00088s.
TimeProp in 916 fs: 0.00089s.
TimeProp in 917 fs: 0.00085s.
TimeProp in 918 fs: 0.00086s.
TimeProp in 919 fs: 0.00089s.
TimeProp in 920 fs: 0.00090s.
TimeProp in 921 fs: 0.00092s.
TimeProp in 922 fs: 0.00085s.
TimeProp in 923 fs: 0.00088s.
TimeProp in 924 fs: 0.00089s.
TimeProp in 925 fs: 0.00085s.
TimeProp in 926 fs: 0.00094s.
TimeProp in 927 fs: 0.00092s.
TimeProp in 928 fs: 0.00088s.
TimeProp in 929 fs: 0.00085s.
TimeProp in 930 fs: 0.00092s.
TimeProp in 931 fs: 0.00088s.
TimeProp in 932 fs: 0.00093s.
TimeProp in 933 fs: 0.00092s.
TimeProp in 934 fs: 0.00090s.
TimeProp in 935 fs: 0.00085s.
TimeProp in 936 fs: 0.00088s.
TimeProp in 937 fs: 0.00089s.
TimeProp in 938 fs: 0.00091s.
TimeProp in 939 fs: 0.00093s.
TimeProp in 940 fs: 0.00091s.
TimeProp in 941 fs: 0.00087s.
TimeProp in 942 fs: 0.00085s.
TimeProp in 943 fs: 0.00092s.
TimeProp in 944 fs: 0.00088s.
TimeProp in 945 fs: 0.00095s.
TimeProp in 946 fs: 0.00091s.
TimeProp in 947 fs: 0.00089s.
TimeProp in 948 fs: 0.00085s.
TimeProp in 949 fs: 0.00092s.
TimeProp in 950 fs: 0.00089s.
TimeProp in 951 fs: 0.00090s.
TimeProp in 952 fs: 0.00089s.
TimeProp in 953 fs: 0.00087s.
TimeProp in 954 fs: 0.00086s.
TimeProp in 955 fs: 0.00090s.
TimeProp in 956 fs: 0.00093s.
TimeProp in 957 fs: 0.00090s.
TimeProp in 958 fs: 0.00087s.
TimeProp in 959 fs: 0.00085s.
TimeProp in 960 fs: 0.00091s.
TimeProp in 961 fs: 0.00122s.
TimeProp in 962 fs: 0.00094s.
TimeProp in 963 fs: 0.00091s.
TimeProp in 964 fs: 0.00086s.
TimeProp in 965 fs: 0.00090s.
TimeProp in 966 fs: 0.00089s.
TimeProp in 967 fs: 0.00089s.
TimeProp in 968 fs: 0.00093s.
TimeProp in 969 fs: 0.00084s.
TimeProp in 970 fs: 0.00090s.
TimeProp in 971 fs: 0.00091s.
TimeProp in 972 fs: 0.00086s.
TimeProp in 973 fs: 0.00085s.
TimeProp in 974 fs: 0.00095s.
TimeProp in 975 fs: 0.00089s.
TimeProp in 976 fs: 0.00086s.
TimeProp in 977 fs: 0.00090s.
TimeProp in 978 fs: 0.00085s.
TimeProp in 979 fs: 0.00088s.
TimeProp in 980 fs: 0.00095s.
TimeProp in 981 fs: 0.00084s.
TimeProp in 982 fs: 0.00086s.
TimeProp in 983 fs: 0.00091s.
TimeProp in 984 fs: 0.00087s.
TimeProp in 985 fs: 0.00089s.
TimeProp in 986 fs: 0.00095s.
TimeProp in 987 fs: 0.00088s.
TimeProp in 988 fs: 0.00087s.
TimeProp in 989 fs: 0.00091s.
TimeProp in 990 fs: 0.00087s.
TimeProp in 991 fs: 0.00090s.
TimeProp in 992 fs: 0.00095s.
TimeProp in 993 fs: 0.00088s.
TimeProp in 994 fs: 0.00087s.
TimeProp in 995 fs: 0.00093s.
TimeProp in 996 fs: 0.00088s.
TimeProp in 997 fs: 0.00089s.
TimeProp in 998 fs: 0.00095s.
TimeProp in 999 fs: 0.00087s.
Sample 0, TimeProp time: 0.997524s.
FSSH-SHM in 0 fs: 0.08617s.
FSSH-SHM in 1 fs: 0.03888s.
FSSH-SHM in 2 fs: 0.03924s.
FSSH-SHM in 3 fs: 0.04032s.
FSSH-SHM in 4 fs: 0.04085s.
FSSH-SHM in 5 fs: 0.04114s.
FSSH-SHM in 6 fs: 0.04123s.
FSSH-SHM in 7 fs: 0.04120s.
FSSH-SHM in 8 fs: 0.04120s.
FSSH-SHM in 9 fs: 0.04118s.
FSSH-SHM in 10 fs: 0.04134s.
FSSH-SHM in 11 fs: 0.04133s.
FSSH-SHM in 12 fs: 0.04120s.
FSSH-SHM in 13 fs: 0.04112s.
FSSH-SHM in 14 fs: 0.04110s.
FSSH-SHM in 15 fs: 0.04128s.
FSSH-SHM in 16 fs: 0.04138s.
FSSH-SHM in 17 fs: 0.04132s.
FSSH-SHM in 18 fs: 0.04131s.
FSSH-SHM in 19 fs: 0.04140s.
FSSH-SHM in 20 fs: 0.04112s.
FSSH-SHM in 21 fs: 0.04104s.
FSSH-SHM in 22 fs: 0.04105s.
FSSH-SHM in 23 fs: 0.04120s.
FSSH-SHM in 24 fs: 0.04118s.
FSSH-SHM in 25 fs: 0.04117s.
FSSH-SHM in 26 fs: 0.04134s.
FSSH-SHM in 27 fs: 0.04120s.
FSSH-SHM in 28 fs: 0.04113s.
FSSH-SHM in 29 fs: 0.04116s.
FSSH-SHM in 30 fs: 0.04111s.
FSSH-SHM in 31 fs: 0.04124s.
FSSH-SHM in 32 fs: 0.04126s.
FSSH-SHM in 33 fs: 0.04122s.
FSSH-SHM in 34 fs: 0.04125s.
FSSH-SHM in 35 fs: 0.04124s.
FSSH-SHM in 36 fs: 0.04143s.
FSSH-SHM in 37 fs: 0.04134s.
FSSH-SHM in 38 fs: 0.04138s.
FSSH-SHM in 39 fs: 0.04142s.
FSSH-SHM in 40 fs: 0.04134s.
FSSH-SHM in 41 fs: 0.04132s.
FSSH-SHM in 42 fs: 0.04117s.
FSSH-SHM in 43 fs: 0.04118s.
FSSH-SHM in 44 fs: 0.04132s.
FSSH-SHM in 45 fs: 0.04138s.
FSSH-SHM in 46 fs: 0.04243s.
FSSH-SHM in 47 fs: 0.04145s.
FSSH-SHM in 48 fs: 0.04132s.
FSSH-SHM in 49 fs: 0.04128s.
FSSH-SHM in 50 fs: 0.04128s.
FSSH-SHM in 51 fs: 0.04136s.
FSSH-SHM in 52 fs: 0.04137s.
FSSH-SHM in 53 fs: 0.04130s.
FSSH-SHM in 54 fs: 0.04132s.
FSSH-SHM in 55 fs: 0.04141s.
FSSH-SHM in 56 fs: 0.04145s.
FSSH-SHM in 57 fs: 0.04137s.
FSSH-SHM in 58 fs: 0.04134s.
FSSH-SHM in 59 fs: 0.04111s.
FSSH-SHM in 60 fs: 0.04113s.
FSSH-SHM in 61 fs: 0.04119s.
FSSH-SHM in 62 fs: 0.04112s.
FSSH-SHM in 63 fs: 0.04113s.
FSSH-SHM in 64 fs: 0.04127s.
FSSH-SHM in 65 fs: 0.04130s.
FSSH-SHM in 66 fs: 0.04140s.
FSSH-SHM in 67 fs: 0.04137s.
FSSH-SHM in 68 fs: 0.04131s.
FSSH-SHM in 69 fs: 0.04123s.
FSSH-SHM in 70 fs: 0.04124s.
FSSH-SHM in 71 fs: 0.04127s.
FSSH-SHM in 72 fs: 0.04168s.
FSSH-SHM in 73 fs: 0.04128s.
FSSH-SHM in 74 fs: 0.04134s.
FSSH-SHM in 75 fs: 0.04136s.
FSSH-SHM in 76 fs: 0.04133s.
FSSH-SHM in 77 fs: 0.04118s.
FSSH-SHM in 78 fs: 0.04105s.
FSSH-SHM in 79 fs: 0.04109s.
FSSH-SHM in 80 fs: 0.04116s.
FSSH-SHM in 81 fs: 0.04129s.
FSSH-SHM in 82 fs: 0.04131s.
FSSH-SHM in 83 fs: 0.04115s.
FSSH-SHM in 84 fs: 0.04109s.
FSSH-SHM in 85 fs: 0.04100s.
FSSH-SHM in 86 fs: 0.04116s.
FSSH-SHM in 87 fs: 0.04133s.
FSSH-SHM in 88 fs: 0.04121s.
FSSH-SHM in 89 fs: 0.04102s.
FSSH-SHM in 90 fs: 0.04094s.
FSSH-SHM in 91 fs: 0.04099s.
FSSH-SHM in 92 fs: 0.04107s.
FSSH-SHM in 93 fs: 0.04113s.
FSSH-SHM in 94 fs: 0.04106s.
FSSH-SHM in 95 fs: 0.04109s.
FSSH-SHM in 96 fs: 0.04105s.
FSSH-SHM in 97 fs: 0.04108s.
FSSH-SHM in 98 fs: 0.04108s.
FSSH-SHM in 99 fs: 0.04109s.
FSSH-SHM in 100 fs: 0.04115s.
FSSH-SHM in 101 fs: 0.04122s.
FSSH-SHM in 102 fs: 0.04130s.
FSSH-SHM in 103 fs: 0.04124s.
FSSH-SHM in 104 fs: 0.04129s.
FSSH-SHM in 105 fs: 0.04130s.
FSSH-SHM in 106 fs: 0.04125s.
FSSH-SHM in 107 fs: 0.04132s.
FSSH-SHM in 108 fs: 0.04139s.
FSSH-SHM in 109 fs: 0.04130s.
FSSH-SHM in 110 fs: 0.04130s.
FSSH-SHM in 111 fs: 0.04130s.
FSSH-SHM in 112 fs: 0.04129s.
FSSH-SHM in 113 fs: 0.04161s.
FSSH-SHM in 114 fs: 0.04160s.
FSSH-SHM in 115 fs: 0.04142s.
FSSH-SHM in 116 fs: 0.04146s.
FSSH-SHM in 117 fs: 0.04152s.
FSSH-SHM in 118 fs: 0.04145s.
FSSH-SHM in 119 fs: 0.04146s.
FSSH-SHM in 120 fs: 0.04137s.
FSSH-SHM in 121 fs: 0.04143s.
FSSH-SHM in 122 fs: 0.04148s.
FSSH-SHM in 123 fs: 0.04139s.
FSSH-SHM in 124 fs: 0.04143s.
FSSH-SHM in 125 fs: 0.04143s.
FSSH-SHM in 126 fs: 0.04125s.
FSSH-SHM in 127 fs: 0.04127s.
FSSH-SHM in 128 fs: 0.04134s.
FSSH-SHM in 129 fs: 0.04137s.
FSSH-SHM in 130 fs: 0.04136s.
FSSH-SHM in 131 fs: 0.04137s.
FSSH-SHM in 132 fs: 0.04133s.
FSSH-SHM in 133 fs: 0.04136s.
FSSH-SHM in 134 fs: 0.04133s.
FSSH-SHM in 135 fs: 0.04129s.
FSSH-SHM in 136 fs: 0.04124s.
FSSH-SHM in 137 fs: 0.04131s.
FSSH-SHM in 138 fs: 0.04139s.
FSSH-SHM in 139 fs: 0.04123s.
FSSH-SHM in 140 fs: 0.04117s.
FSSH-SHM in 141 fs: 0.04130s.
FSSH-SHM in 142 fs: 0.04126s.
FSSH-SHM in 143 fs: 0.04132s.
FSSH-SHM in 144 fs: 0.04125s.
FSSH-SHM in 145 fs: 0.04125s.
FSSH-SHM in 146 fs: 0.04118s.
FSSH-SHM in 147 fs: 0.04118s.
FSSH-SHM in 148 fs: 0.04132s.
FSSH-SHM in 149 fs: 0.04135s.
FSSH-SHM in 150 fs: 0.04143s.
FSSH-SHM in 151 fs: 0.04148s.
FSSH-SHM in 152 fs: 0.04145s.
FSSH-SHM in 153 fs: 0.04139s.
FSSH-SHM in 154 fs: 0.04118s.
FSSH-SHM in 155 fs: 0.04122s.
FSSH-SHM in 156 fs: 0.04134s.
FSSH-SHM in 157 fs: 0.04155s.
FSSH-SHM in 158 fs: 0.04142s.
FSSH-SHM in 159 fs: 0.04145s.
FSSH-SHM in 160 fs: 0.04141s.
FSSH-SHM in 161 fs: 0.04131s.
FSSH-SHM in 162 fs: 0.04144s.
FSSH-SHM in 163 fs: 0.04150s.
FSSH-SHM in 164 fs: 0.04142s.
FSSH-SHM in 165 fs: 0.04138s.
FSSH-SHM in 166 fs: 0.04129s.
FSSH-SHM in 167 fs: 0.04120s.
FSSH-SHM in 168 fs: 0.04127s.
FSSH-SHM in 169 fs: 0.04123s.
FSSH-SHM in 170 fs: 0.04138s.
FSSH-SHM in 171 fs: 0.04152s.
FSSH-SHM in 172 fs: 0.04148s.
FSSH-SHM in 173 fs: 0.04149s.
FSSH-SHM in 174 fs: 0.04135s.
FSSH-SHM in 175 fs: 0.04135s.
FSSH-SHM in 176 fs: 0.04129s.
FSSH-SHM in 177 fs: 0.04124s.
FSSH-SHM in 178 fs: 0.04092s.
FSSH-SHM in 179 fs: 0.04093s.
FSSH-SHM in 180 fs: 0.04107s.
FSSH-SHM in 181 fs: 0.04151s.
FSSH-SHM in 182 fs: 0.04159s.
FSSH-SHM in 183 fs: 0.04134s.
FSSH-SHM in 184 fs: 0.04137s.
FSSH-SHM in 185 fs: 0.04149s.
FSSH-SHM in 186 fs: 0.04159s.
FSSH-SHM in 187 fs: 0.04151s.
FSSH-SHM in 188 fs: 0.04133s.
FSSH-SHM in 189 fs: 0.04137s.
FSSH-SHM in 190 fs: 0.04147s.
FSSH-SHM in 191 fs: 0.04157s.
FSSH-SHM in 192 fs: 0.04167s.
FSSH-SHM in 193 fs: 0.04138s.
FSSH-SHM in 194 fs: 0.04138s.
FSSH-SHM in 195 fs: 0.04156s.
FSSH-SHM in 196 fs: 0.04153s.
FSSH-SHM in 197 fs: 0.04146s.
FSSH-SHM in 198 fs: 0.04137s.
FSSH-SHM in 199 fs: 0.04145s.
FSSH-SHM in 200 fs: 0.04139s.
FSSH-SHM in 201 fs: 0.04121s.
FSSH-SHM in 202 fs: 0.04124s.
FSSH-SHM in 203 fs: 0.04117s.
FSSH-SHM in 204 fs: 0.04108s.
FSSH-SHM in 205 fs: 0.04123s.
FSSH-SHM in 206 fs: 0.04116s.
FSSH-SHM in 207 fs: 0.04111s.
FSSH-SHM in 208 fs: 0.04116s.
FSSH-SHM in 209 fs: 0.04122s.
FSSH-SHM in 210 fs: 0.04125s.
FSSH-SHM in 211 fs: 0.04109s.
FSSH-SHM in 212 fs: 0.04112s.
FSSH-SHM in 213 fs: 0.04113s.
FSSH-SHM in 214 fs: 0.04111s.
FSSH-SHM in 215 fs: 0.04106s.
FSSH-SHM in 216 fs: 0.04116s.
FSSH-SHM in 217 fs: 0.04125s.
FSSH-SHM in 218 fs: 0.04132s.
FSSH-SHM in 219 fs: 0.04131s.
FSSH-SHM in 220 fs: 0.04129s.
FSSH-SHM in 221 fs: 0.04121s.
FSSH-SHM in 222 fs: 0.04105s.
FSSH-SHM in 223 fs: 0.04115s.
FSSH-SHM in 224 fs: 0.04116s.
FSSH-SHM in 225 fs: 0.04120s.
FSSH-SHM in 226 fs: 0.04116s.
FSSH-SHM in 227 fs: 0.04104s.
FSSH-SHM in 228 fs: 0.04113s.
FSSH-SHM in 229 fs: 0.04115s.
FSSH-SHM in 230 fs: 0.04122s.
FSSH-SHM in 231 fs: 0.04135s.
FSSH-SHM in 232 fs: 0.04130s.
FSSH-SHM in 233 fs: 0.04125s.
FSSH-SHM in 234 fs: 0.04130s.
FSSH-SHM in 235 fs: 0.04119s.
FSSH-SHM in 236 fs: 0.04118s.
FSSH-SHM in 237 fs: 0.04107s.
FSSH-SHM in 238 fs: 0.04106s.
FSSH-SHM in 239 fs: 0.04106s.
FSSH-SHM in 240 fs: 0.04096s.
FSSH-SHM in 241 fs: 0.04100s.
FSSH-SHM in 242 fs: 0.04114s.
FSSH-SHM in 243 fs: 0.04082s.
FSSH-SHM in 244 fs: 0.04083s.
FSSH-SHM in 245 fs: 0.04077s.
FSSH-SHM in 246 fs: 0.04074s.
FSSH-SHM in 247 fs: 0.04114s.
FSSH-SHM in 248 fs: 0.04128s.
FSSH-SHM in 249 fs: 0.04111s.
FSSH-SHM in 250 fs: 0.04113s.
FSSH-SHM in 251 fs: 0.04127s.
FSSH-SHM in 252 fs: 0.04127s.
FSSH-SHM in 253 fs: 0.04124s.
FSSH-SHM in 254 fs: 0.04134s.
FSSH-SHM in 255 fs: 0.04129s.
FSSH-SHM in 256 fs: 0.04121s.
FSSH-SHM in 257 fs: 0.04123s.
FSSH-SHM in 258 fs: 0.04110s.
FSSH-SHM in 259 fs: 0.04113s.
FSSH-SHM in 260 fs: 0.04102s.
FSSH-SHM in 261 fs: 0.04106s.
FSSH-SHM in 262 fs: 0.04112s.
FSSH-SHM in 263 fs: 0.04111s.
FSSH-SHM in 264 fs: 0.04151s.
FSSH-SHM in 265 fs: 0.04236s.
FSSH-SHM in 266 fs: 0.04237s.
FSSH-SHM in 267 fs: 0.04237s.
FSSH-SHM in 268 fs: 0.04235s.
FSSH-SHM in 269 fs: 0.04220s.
FSSH-SHM in 270 fs: 0.04213s.
FSSH-SHM in 271 fs: 0.04123s.
FSSH-SHM in 272 fs: 0.04132s.
FSSH-SHM in 273 fs: 0.04132s.
FSSH-SHM in 274 fs: 0.04121s.
FSSH-SHM in 275 fs: 0.04126s.
FSSH-SHM in 276 fs: 0.04131s.
FSSH-SHM in 277 fs: 0.04133s.
FSSH-SHM in 278 fs: 0.04127s.
FSSH-SHM in 279 fs: 0.04122s.
FSSH-SHM in 280 fs: 0.04125s.
FSSH-SHM in 281 fs: 0.04129s.
FSSH-SHM in 282 fs: 0.04125s.
FSSH-SHM in 283 fs: 0.04133s.
FSSH-SHM in 284 fs: 0.04127s.
FSSH-SHM in 285 fs: 0.04123s.
FSSH-SHM in 286 fs: 0.04126s.
FSSH-SHM in 287 fs: 0.04125s.
FSSH-SHM in 288 fs: 0.04143s.
FSSH-SHM in 289 fs: 0.04123s.
FSSH-SHM in 290 fs: 0.04123s.
FSSH-SHM in 291 fs: 0.04109s.
FSSH-SHM in 292 fs: 0.04117s.
FSSH-SHM in 293 fs: 0.04125s.
FSSH-SHM in 294 fs: 0.04119s.
FSSH-SHM in 295 fs: 0.04130s.
FSSH-SHM in 296 fs: 0.04125s.
FSSH-SHM in 297 fs: 0.04116s.
FSSH-SHM in 298 fs: 0.04113s.
FSSH-SHM in 299 fs: 0.04117s.
FSSH-SHM in 300 fs: 0.04125s.
FSSH-SHM in 301 fs: 0.04137s.
FSSH-SHM in 302 fs: 0.04134s.
FSSH-SHM in 303 fs: 0.04133s.
FSSH-SHM in 304 fs: 0.04129s.
FSSH-SHM in 305 fs: 0.04123s.
FSSH-SHM in 306 fs: 0.04106s.
FSSH-SHM in 307 fs: 0.04106s.
